avg_nutrition_score,avg_toxicity_score,avg_processed_score,avg_hormonal_score,avg_overall_score,scan_frequency_weekly,scan_count,healthy_scan_ratio,high_toxicity_ratio,cosmetic_ratio,food_ratio,label
100,44,35,11,77,16,60,0.66,0.6,0.3,0.54,healthy_trend
84,43,81,48,53,7,39,0.2,0.57,0.8,0.29,hormonal_risk
50,74,68,19,47,6,33,0.54,0.77,0.14,0.62,balanced_user
46,48,99,25,43,3,18,0.27,0.64,0.0,0.77,processed_food_heavy
61,55,87,45,43,4,15,0.02,0.71,0.14,0.75,processed_food_heavy
65,89,43,29,51,6,32,0.43,0.86,0.22,0.73,toxin_risk
78,48,24,8,74,18,61,0.94,0.47,0.0,0.85,healthy_trend
54,85,39,71,39,2,10,0.53,0.89,0.47,0.35,hormonal_risk
85,40,21,2,80,15,63,0.69,0.53,0.19,0.65,healthy_trend
64,9,46,9,75,4,26,0.45,0.19,0.1,0.49,balanced_user
63,85,55,60,40,8,39,0.2,0.96,0.1,0.84,processed_food_heavy
57,100,70,10,44,2,9,0.41,0.97,0.09,0.48,toxin_risk
46,67,93,42,36,8,25,0.25,0.59,0.07,0.67,processed_food_heavy
83,58,45,1,69,14,53,0.75,0.71,0.08,0.45,balanced_user
88,71,35,42,60,12,49,0.73,0.61,0.12,0.6,healthy_trend
82,16,21,28,79,15,62,0.92,0.0,0.4,0.62,healthy_trend
60,59,75,85,35,8,23,0.51,0.4,0.93,0.33,hormonal_risk
20,78,86,31,31,6,28,0.22,0.81,0.04,0.0,processed_food_heavy
33,65,34,60,43,4,21,0.15,0.6,0.05,0.56,toxin_risk
49,49,78,58,41,5,16,0.4,0.64,0.0,0.8,processed_food_heavy
51,57,26,60,52,9,44,0.12,0.69,0.45,0.34,hormonal_risk
64,90,65,47,40,1,9,0.44,1.0,0.12,0.96,processed_food_heavy
64,54,66,91,38,1,7,0.26,0.41,0.8,0.57,hormonal_risk
69,50,56,19,61,7,32,0.65,0.17,0.38,0.86,healthy_trend
81,69,51,45,54,3,14,0.48,0.79,0.19,0.83,toxin_risk
43,40,0,18,71,3,18,0.6,0.36,0.0,0.61,healthy_trend
28,42,88,0,49,8,39,0.36,0.31,0.14,0.64,processed_food_heavy
57,60,29,18,62,3,11,0.84,0.68,0.18,0.47,healthy_trend
57,55,76,48,44,6,21,0.12,0.3,0.09,0.72,processed_food_heavy
40,38,24,34,61,8,32,0.61,0.34,0.1,0.45,balanced_user
50,55,100,51,36,1,1,0.22,0.65,0.13,0.72,processed_food_heavy
14,77,59,27,37,7,22,0.29,0.83,0.13,0.62,processed_food_heavy
63,42,88,85,37,4,10,0.54,0.5,0.63,0.7,hormonal_risk
87,62,72,33,55,3,7,0.3,0.69,0.25,0.93,toxin_risk
26,68,58,88,28,1,7,0.35,0.83,0.1525154906340557,0.63,hormonal_risk
39,68,90,67,28,7,41,0.04,0.6,0.19,0.74,processed_food_heavy
57,5,39,37,69,7,20,0.56,0.03,0.28,0.77,balanced_user
60,80,54,47,44,7,21,0.18,0.8,0.44,0.51,hormonal_risk
44,84,31,100,32,10,53,0.23,0.93,0.84,0.5,hormonal_risk
20,73,83,42,30,3,11,0.03,0.48,0.11,0.63,processed_food_heavy
82,76,64,86,39,2,8,0.55,0.81,0.92,0.29,hormonal_risk
49,81,47,36,46,1,9,0.5,0.77,0.19,0.75,toxin_risk
95,26,16,52,75,17,67,0.89,0.2,0.0,0.0,healthy_trend
43,75,67,56,36,7,22,0.29,0.73,0.35,0.42,hormonal_risk
50,31,63,50,51,4,12,0.19,0.23,0.89,0.51,hormonal_risk
67,64,23,100,45,12,46,0.15,0.52,0.76,0.34,hormonal_risk
39,65,55,65,38,6,24,0.11,0.84,0.62,0.64,hormonal_risk
81,23,41,0,79,9,34,0.94,0.4,0.38,0.78,healthy_trend
76,75,46,28,56,2,8,0.44,0.61,0.0,0.79,toxin_risk
98,51,55,36,64,12,47,0.82,0.61,0.36,0.73,healthy_trend
18,85,100,41,23,5,26,0.22,0.9,0.0,1.0,processed_food_heavy
74,53,9,0,78,8,33,0.57,0.58,0.08932195145678326,0.68,healthy_trend
56,62,31,33,57,7,33,0.64,0.73,0.22,0.78,balanced_user
59,4,61,31,65,7,27,0.77,0.2,0.11,0.0,balanced_user
25,77,100,44,26,6,15,0.13,0.81,0.18,0.75,processed_food_heavy
56,52,62,27,53,8,31,0.64,0.42,0.24,0.83,balanced_user
81,50,39,8,71,3,1,0.88,0.4,0.35,0.59,healthy_trend
97,21,23,12,85,8,28,0.82,0.28,0.25,0.76,healthy_trend
55,53,32,74,49,5,19,0.47,0.38,0.77,0.41,hormonal_risk
59,52,50,84,43,7,24,0.46,0.73,0.8,0.43,hormonal_risk
37,89,52,75,30,2,7,0.18,0.79,0.34,0.38,hormonal_risk
57,100,26,29,50,5,10,0.38,1.0,0.16,0.91,toxin_risk
53,2,15,4,83,9,40,0.71,0.08,0.25,0.63,healthy_trend
65,68,36,30,57,3,3,0.52,0.77,0.27,0.72,toxin_risk
60,71,55,22,53,6,27,0.47,0.76,0.0,0.7,toxin_risk
93,80,71,35,51,3,17,0.39,0.99,0.29,0.54,toxin_risk
39,74,56,27,45,3,13,0.3,0.68,0.28,0.81,toxin_risk
51,75,59,71,36,11,39,0.32,0.92,0.64,0.39,hormonal_risk
100,21,31,26,80,8,34,0.66,0.17,0.0,0.0,healthy_trend
56,85,91,64,29,7,28,0.15,0.86,0.3483202906952534,0.72,hormonal_risk
59,44,51,0,66,9,35,0.67,0.42,0.05779327628322626,0.7,healthy_trend
52,16,27,0,77,2,6,0.47,0.09,0.1,0.46,balanced_user
59,64,50,0,61,9,39,0.39,0.74,0.05,0.45,balanced_user
75,69,65,54,46,10,49,0.57,0.6,0.35,0.6,toxin_risk
65,0,21,22,80,18,75,0.81,0.07,0.28,0.53,healthy_trend
77,55,95,23,51,2,9,0.11,0.45,0.19,0.84,processed_food_heavy
32,82,48,53,37,5,18,0.6,0.74,0.26,0.65,toxin_risk
25,73,68,74,27,7,20,0.26,0.53,0.01,0.97,processed_food_heavy
74,37,27,0,77,11,39,0.86,0.53,0.15,0.81,healthy_trend
49,100,59,69,30,3,11,0.3,1.0,0.04,0.82,processed_food_heavy
97,41,57,19,70,14,55,0.4,0.26,0.14,0.64,balanced_user
95,30,2,35,82,17,71,0.72,0.29,0.0,0.9,healthy_trend
26,53,37,34,50,10,36,0.6,0.59,0.19,0.57,balanced_user
44,47,31,33,58,10,38,0.61,0.54,0.08794181909448302,0.45,balanced_user
43,47,60,16,55,3,13,0.64,0.3,0.2,0.44,balanced_user
75,29,60,38,62,3,10,0.5,0.06,0.07,0.85,balanced_user
54,80,42,17,53,1,1,0.49,0.83,0.31,0.47,toxin_risk
67,100,41,18,52,2,3,0.28,1.0,0.22,0.65,toxin_risk
58,75,28,19,59,1,9,0.59,0.84,0.32,0.6,healthy_trend
71,53,34,22,65,3,9,0.45,0.56,0.1418827628473845,0.59,balanced_user
57,8,25,20,76,10,43,0.53,0.14,0.29,0.74,balanced_user
60,43,48,14,63,14,59,0.42,0.35,0.32,0.66,balanced_user
27,60,8,52,51,5,21,0.27,0.48,0.27,0.65,toxin_risk
61,87,98,43,33,7,29,0.14,0.71,0.15,0.81,processed_food_heavy
47,43,4,24,69,15,54,0.93,0.59,0.19,0.78,healthy_trend
72,58,54,70,47,10,46,0.46,0.47,0.73,0.21,hormonal_risk
52,71,13,58,52,12,52,0.38,0.68,0.19003534303009978,0.48,hormonal_risk
33,42,43,22,56,4,22,0.42,0.43,0.22,0.67,balanced_user
6,78,100,53,18,3,19,0.18,0.95,0.0,0.0,processed_food_heavy
53,18,33,41,65,12,46,0.68,0.24,0.15,0.69,balanced_user
43,100,76,30,34,2,21,0.41,1.0,0.26,0.92,toxin_risk
51,40,74,39,49,3,12,0.43,0.29,0.09,0.61,processed_food_heavy
41,86,85,61,27,4,13,0.36,0.86,0.12,0.93,processed_food_heavy
60,89,11,48,53,4,18,0.41,0.73,0.14,0.7,toxin_risk
44,45,59,64,44,3,10,0.47,0.52,0.73,0.63,hormonal_risk
45,85,38,91,32,2,3,0.41,0.92,0.37540524949234816,0.5,hormonal_risk
72,33,8,24,76,10,36,0.82,0.28,0.16,0.84,healthy_trend
65,26,34,0,76,18,75,0.7,0.12,0.27,0.61,healthy_trend
54,73,76,88,29,8,32,0.27,0.85,0.34,0.23,hormonal_risk
65,57,76,70,40,5,23,0.21,0.65,0.03,0.97,processed_food_heavy
67,87,100,47,33,6,18,0.19,0.79,0.14,0.8,processed_food_heavy
56,30,38,69,54,8,30,0.12,0.35,0.39,0.6,hormonal_risk
71,68,72,0,57,11,46,0.78,0.86,0.11,0.46,balanced_user
42,44,30,15,63,11,47,0.48,0.31,0.07399879285842859,0.8,balanced_user
74,27,20,8,79,13,48,0.52,0.07,0.06,0.65,balanced_user
44,100,57,77,27,7,29,0.24,0.88,0.58,0.27,hormonal_risk
36,61,60,50,41,3,7,0.15,0.59,0.05,0.69,processed_food_heavy
25,77,67,100,20,1,1,0.48,0.67,0.44,0.71,hormonal_risk
33,85,30,9,52,4,14,0.45,0.7,0.11504232963003354,0.59,toxin_risk
39,82,40,4,53,2,13,0.23,0.85,0.19,0.0,toxin_risk
59,46,47,66,50,8,42,0.16,0.5,0.47,0.66,hormonal_risk
66,89,61,10,51,3,10,0.46,0.97,0.23,0.69,toxin_risk
55,40,17,23,68,7,31,0.47,0.6,0.23,0.0,balanced_user
18,70,84,33,32,1,1,0.05,0.8,0.11,0.0,processed_food_heavy
94,19,31,27,79,3,8,0.71,0.39,0.12829409117244955,0.7,healthy_trend
38,89,76,47,31,1,7,0.23,0.88,0.26,0.88,toxin_risk
73,63,32,30,62,10,40,0.44,0.7,0.16,0.63,balanced_user
39,83,80,29,36,4,13,0.38,0.8,0.0,0.91,toxin_risk
44,76,24,3,60,3,6,0.29,0.55,0.048304471598764526,0.94,toxin_risk
54,84,32,17,55,5,30,0.17,0.63,0.02411546136325493,0.89,toxin_risk
56,84,91,25,39,1,3,0.26,1.0,0.030704813438183123,0.93,processed_food_heavy
58,17,32,38,67,13,47,0.64,0.24,0.13,0.79,balanced_user
62,54,35,87,46,5,21,0.53,0.44,0.31,0.6,hormonal_risk
58,56,46,9,61,4,13,0.76,0.7,0.27,0.65,balanced_user
21,70,57,23,42,8,28,0.3,0.96,0.01,0.86,processed_food_heavy
21,98,77,45,25,1,1,0.05,0.99,0.02,0.93,processed_food_heavy
40,30,86,53,42,4,13,0.38,0.37,0.13,0.9,processed_food_heavy
34,36,38,0,65,7,18,0.58,0.54,0.2,0.53,balanced_user
71,83,46,73,42,2,3,0.33,0.83,0.88,0.59,hormonal_risk
37,18,78,27,53,12,57,0.56,0.25,0.0,0.85,balanced_user
67,76,27,56,52,4,16,0.3,0.78,0.63,0.3,hormonal_risk
43,43,32,42,56,10,37,0.58,0.42,0.06,0.0,balanced_user
61,32,25,47,64,17,69,0.75,0.49,0.38,0.53,healthy_trend
69,34,20,40,68,16,70,0.82,0.07,0.26,0.9,healthy_trend
38,49,75,66,37,1,1,0.44,0.59,0.01843249087779258,0.81,processed_food_heavy
75,19,33,29,73,7,25,0.61,0.02,0.37,0.61,healthy_trend
61,13,57,23,67,16,56,0.87,0.0,0.07,0.62,healthy_trend
68,69,60,95,36,6,16,0.53,0.64,0.78,0.0,hormonal_risk
58,47,42,100,42,11,41,0.37,0.32,0.55,0.5,hormonal_risk
53,61,39,93,40,4,12,0.33,0.58,0.76,0.0,hormonal_risk
79,54,44,63,54,5,15,0.49,0.34,0.23,0.83,balanced_user
57,59,26,32,60,9,39,0.48,0.61,0.15,0.75,balanced_user
61,26,30,4,75,9,39,0.73,0.28,0.32,0.65,balanced_user
74,77,77,43,44,1,7,0.09,0.65,0.19,0.67,processed_food_heavy
47,60,83,61,35,8,26,0.29,0.49,0.16,0.8,processed_food_heavy
67,82,31,40,53,3,10,0.29,0.94,0.31,0.0,toxin_risk
54,22,47,23,65,3,15,0.41,0.19,0.16,0.88,balanced_user
37,65,49,37,46,1,6,0.03,0.69,0.02,0.63,processed_food_heavy
62,21,32,28,70,8,26,0.73,0.22,0.27,0.54,balanced_user
56,56,59,27,53,3,13,0.25,0.59,0.0,0.85,processed_food_heavy
64,49,71,34,52,2,10,0.74,0.51,0.12,0.69,balanced_user
40,62,74,24,45,5,10,0.18,0.6,0.02,0.77,processed_food_heavy
52,64,62,100,31,3,3,0.35,0.6,0.75,0.0,hormonal_risk
71,86,33,4,62,6,28,0.31,0.82,0.1,0.91,toxin_risk
62,9,2,7,86,10,42,0.73,0.14,0.11,0.0,healthy_trend
57,53,15,63,56,4,17,0.11,0.46,0.68,0.7,hormonal_risk
79,12,11,35,80,18,81,0.79,0.09,0.26,0.74,healthy_trend
64,94,0,82,47,12,52,0.24,0.94,0.12106327367297079,0.0,hormonal_risk
78,81,57,27,53,2,1,0.21,1.0,0.043054790030790685,0.53,toxin_risk
64,74,36,61,48,11,49,0.41,0.5,0.46,0.45,hormonal_risk
38,52,20,83,45,10,41,0.43,0.41,0.81,0.68,hormonal_risk
35,77,72,66,30,6,30,0.29,0.56,0.11,0.95,toxin_risk
72,81,60,75,39,7,29,0.2,0.83,0.71,0.26,hormonal_risk
87,40,49,0,74,11,41,0.92,0.25,0.15,0.76,healthy_trend
70,51,30,0,72,7,27,0.46,0.74,0.32,0.55,balanced_user
53,95,76,43,34,2,4,0.41,0.96,0.10644921060257449,0.7,processed_food_heavy
69,57,19,30,65,7,32,0.26,0.81,0.05,0.58,toxin_risk
37,54,42,46,48,12,47,0.69,0.47,0.14,0.61,balanced_user
41,67,61,90,30,9,34,0.31,0.7,0.83,0.61,hormonal_risk
90,28,41,0,80,3,20,0.7,0.32,0.32,0.58,healthy_trend
0,76,93,37,23,2,1,0.28,0.71,0.19,0.74,processed_food_heavy
44,50,31,40,55,5,20,0.44,0.57,0.19,0.82,balanced_user
63,63,37,13,62,3,19,0.21,0.8,0.0,0.0,toxin_risk
50,70,0,27,63,15,50,0.95,0.74,0.32,0.54,healthy_trend
63,31,18,32,70,17,65,0.68,0.45,0.19,0.0,healthy_trend
64,40,14,60,62,3,10,0.76,0.44,0.0,0.66,balanced_user
59,72,83,100,26,10,41,0.52,0.61,0.44,0.48,hormonal_risk
75,30,74,38,58,2,6,0.5,0.31,0.27,0.71,balanced_user
48,81,41,53,43,9,31,0.47,1.0,0.34,0.47,toxin_risk
52,62,72,15,50,2,12,0.45,0.49,0.09,0.84,processed_food_heavy
56,18,21,9,77,10,46,0.57,0.04,0.13,0.82,healthy_trend
79,55,72,90,40,2,16,0.18,0.54,0.37590375960931677,0.32,hormonal_risk
76,0,39,24,78,18,75,0.55,0.01,0.0,0.45,healthy_trend
73,53,72,29,54,15,62,0.88,0.44,0.12,0.82,healthy_trend
61,41,67,16,59,16,70,0.89,0.3,0.12,0.59,healthy_trend
68,26,25,21,74,9,31,0.71,0.36,0.04603234962735758,0.54,balanced_user
60,100,51,51,39,12,52,0.3,1.0,0.28,0.57,toxin_risk
49,52,10,71,54,4,13,0.33,0.48,0.61,0.33,hormonal_risk
52,94,76,68,28,3,13,0.29,0.93,0.07,0.85,processed_food_heavy
88,7,26,29,81,9,31,0.81,0.12,0.07013421111580416,0.84,healthy_trend
54,30,32,53,59,14,52,0.89,0.39,0.37,0.61,healthy_trend
46,69,85,51,35,1,6,0.43,0.55,0.08,0.7,processed_food_heavy
39,44,82,57,39,10,41,0.21,0.19,0.54,0.61,hormonal_risk
56,44,59,88,41,10,39,0.29,0.62,0.39,0.43,hormonal_risk
98,45,30,5,79,7,34,0.94,0.14,0.06,0.77,healthy_trend
57,83,58,75,35,7,22,0.37,0.82,0.18,0.74,toxin_risk
73,84,53,48,47,6,21,0.37,0.63,0.25,0.72,toxin_risk
41,62,59,73,36,10,49,0.31,0.73,0.37,0.36,hormonal_risk
57,100,78,38,35,5,21,0.27,0.97,0.05,0.62,processed_food_heavy
37,59,76,81,30,12,40,0.54,0.63,0.47,0.59,hormonal_risk
64,71,74,61,39,6,30,0.34,0.94,0.0,0.67,hormonal_risk
60,60,61,37,50,11,50,0.54,0.68,0.28,0.51,toxin_risk
38,59,79,40,40,8,37,0.08,0.49,0.11,0.6,processed_food_heavy
65,20,99,36,52,3,13,0.17,0.48,0.18,0.82,processed_food_heavy
53,53,54,85,40,5,18,0.13,0.36,0.62,0.21,hormonal_risk
100,0,10,30,90,15,65,0.75,0.0,0.26,0.5,healthy_trend
49,75,62,12,50,7,25,0.56,0.65,0.11,0.75,toxin_risk
83,35,27,32,72,3,18,0.6,0.47,0.23,0.5,balanced_user
54,69,15,0,67,13,48,0.66,0.68,0.14316429921594043,0.79,healthy_trend
47,100,68,22,39,5,14,0.35,1.0,0.08,0.63,toxin_risk
34,80,65,59,32,5,16,0.33,0.79,0.09,0.57,toxin_risk
35,56,37,7,58,6,25,0.67,0.3,0.0,0.64,balanced_user
84,18,39,3,81,7,25,0.82,0.23,0.09,0.81,healthy_trend
39,50,87,34,42,5,10,0.22,0.38,0.11,0.83,processed_food_heavy
44,91,50,56,36,9,33,0.22,0.61,0.13,0.0,toxin_risk
59,40,0,14,76,10,39,0.62,0.43,0.12,0.46,healthy_trend
89,3,58,33,73,2,8,0.62,0.0,0.24,0.58,healthy_trend
99,45,25,23,76,16,63,0.8,0.53,0.15,0.78,healthy_trend
73,21,31,42,69,13,49,0.7,0.13,0.09272302217918021,0.9,healthy_trend
68,70,94,80,31,7,26,0.41,0.59,0.86,0.42,hormonal_risk
68,79,57,100,33,1,3,0.38,0.7,0.31,0.54,hormonal_risk
53,49,45,39,55,7,30,0.18,0.5,0.33,0.82,toxin_risk
60,52,25,71,53,2,6,0.49,0.53,0.0,0.42,hormonal_risk
50,67,52,73,39,5,26,0.24,0.64,0.86,0.6,hormonal_risk
60,75,62,40,45,2,6,0.19,0.75,0.13,0.66,toxin_risk
65,57,43,48,54,4,10,0.72,0.59,0.0,0.81,balanced_user
86,44,18,26,74,5,21,0.48,0.54,0.14,0.6,balanced_user
69,23,36,13,74,3,12,0.68,0.0,0.17,0.85,balanced_user
47,55,38,100,38,4,14,0.48,0.49,0.4201827849799426,0.54,hormonal_risk
73,59,58,23,58,9,34,0.46,0.33,0.21,0.47,toxin_risk
76,100,52,32,48,12,41,0.19,0.93,0.32,0.0,toxin_risk
80,25,34,61,65,6,18,0.25,0.25,0.23,0.78,toxin_risk
55,31,58,22,61,13,45,0.71,0.36,0.0,0.41,balanced_user
67,48,62,23,58,12,48,0.55,0.55,0.27,0.61,balanced_user
71,61,23,64,55,12,41,0.36,0.57,0.28,0.47,toxin_risk
36,58,94,47,34,8,33,0.31,0.68,0.02,0.94,processed_food_heavy
38,52,84,46,39,2,14,0.13,0.59,0.17,0.67,processed_food_heavy
61,72,64,34,47,5,21,0.46,0.92,0.07775223036984306,0.86,toxin_risk
38,63,50,39,46,10,42,0.57,0.61,0.07,0.63,balanced_user
94,72,10,35,69,7,23,0.55,0.86,0.33,0.93,toxin_risk
90,29,50,12,74,6,21,0.85,0.18,0.4,0.8,healthy_trend
44,70,23,37,53,13,50,0.47,0.58,0.11,0.57,balanced_user
85,43,30,18,73,2,11,0.64,0.23,0.27,0.46,healthy_trend
43,53,75,50,41,2,4,0.04,0.61,0.14,0.62,processed_food_heavy
34,43,26,59,51,8,36,0.41,0.5,0.3252908577897763,0.35,hormonal_risk
52,35,24,10,70,2,10,0.77,0.42,0.31,0.49,healthy_trend
50,80,30,54,46,2,11,0.43,0.88,0.63,0.57,hormonal_risk
58,59,15,52,58,13,45,0.76,0.4,0.19,0.84,healthy_trend
71,52,41,10,67,11,38,0.84,0.47,0.16,0.0,healthy_trend
43,76,40,73,38,9,32,0.15,0.86,0.77,0.0,hormonal_risk
70,76,51,50,48,5,29,0.3,0.85,0.34,0.71,toxin_risk
23,56,28,91,37,7,30,0.46,0.76,0.16623206786447012,0.74,hormonal_risk
83,45,33,22,70,18,75,0.78,0.34,0.34,0.81,healthy_trend
100,3,22,7,92,12,47,0.91,0.04,0.15,0.64,healthy_trend
54,89,91,61,28,1,2,0.2,1.0,0.19,0.86,processed_food_heavy
45,79,72,26,42,2,7,0.26,0.77,0.02932292935155009,0.53,toxin_risk
65,72,35,100,39,2,1,0.55,0.63,0.3388112697260731,0.68,hormonal_risk
66,62,77,88,34,5,16,0.23,0.64,0.73,0.68,hormonal_risk
62,74,55,100,33,12,48,0.48,0.61,0.59,0.63,hormonal_risk
69,19,26,22,75,10,32,0.78,0.07,0.22,0.53,healthy_trend
50,24,54,50,55,13,48,0.42,0.37,0.09,0.74,balanced_user
36,71,77,19,42,7,32,0.19,0.9,0.09,0.68,processed_food_heavy
36,23,47,67,49,10,35,0.31,0.19,0.48,0.4,hormonal_risk
70,68,9,18,68,8,33,0.59,0.72,0.33,0.45,healthy_trend
74,48,61,20,61,8,28,0.83,0.54,0.051815140883212894,0.85,healthy_trend
60,66,65,97,33,7,36,0.32,0.65,0.8,0.45,hormonal_risk
34,73,81,28,38,2,3,0.23,0.78,0.1,0.87,processed_food_heavy
45,58,71,75,35,12,51,0.53,0.49,0.38,0.71,hormonal_risk
29,60,77,52,35,2,4,0.33,0.49,0.1,0.0,processed_food_heavy
75,67,44,28,59,4,7,0.39,0.48,0.11,0.79,balanced_user
81,25,39,28,72,6,23,0.64,0.22,0.25,0.59,healthy_trend
92,37,20,8,81,18,76,0.95,0.28,0.06236800077594814,0.0,healthy_trend
73,64,60,23,56,10,31,0.57,0.54,0.16,0.65,healthy_trend
54,13,57,19,66,12,47,0.45,0.19,0.22,0.42,balanced_user
58,63,47,100,37,9,32,0.43,0.59,0.66,0.51,hormonal_risk
47,54,70,100,30,11,43,0.14,0.68,0.9,0.56,hormonal_risk
67,31,46,28,65,13,51,0.71,0.47,0.06,0.56,balanced_user
53,67,42,13,57,4,27,0.52,0.63,0.33,0.82,balanced_user
44,100,64,63,29,3,14,0.36,0.99,0.07,0.83,processed_food_heavy
66,44,32,49,60,18,80,0.87,0.4,0.14,0.82,healthy_trend
65,64,49,24,57,12,50,0.22,0.62,0.08,0.86,toxin_risk
38,82,74,22,40,7,24,0.38,0.99,0.01,0.82,processed_food_heavy
51,49,15,14,68,9,33,0.74,0.49,0.22,0.7,balanced_user
72,40,11,36,71,14,52,0.57,0.45,0.06,0.0,balanced_user
53,100,36,62,38,4,14,0.35,0.95,0.13,0.86,toxin_risk
41,4,53,36,62,13,55,0.57,0.0,0.11586120880286388,0.87,balanced_user
75,81,46,77,42,2,15,0.42,1.0,0.0,0.56,hormonal_risk
35,65,45,87,34,8,27,0.2,0.56,0.82,0.55,hormonal_risk
45,66,17,61,50,7,26,0.12,0.78,0.9,0.42,hormonal_risk
54,54,59,15,56,2,9,0.15,0.71,0.07,0.9,processed_food_heavy
18,82,79,28,32,2,1,0.24,0.82,0.004354756666482011,0.6,processed_food_heavy
39,66,14,81,44,10,48,0.31,0.77,0.23556812084626155,0.36,hormonal_risk
62,65,49,86,40,1,4,0.4,0.63,0.51,0.69,hormonal_risk
64,47,36,37,61,3,13,0.49,0.49,0.14,0.41,balanced_user
36,31,70,31,51,7,27,0.51,0.37,0.0,0.77,balanced_user
60,79,76,79,31,10,49,0.36,0.6,0.74,0.27,hormonal_risk
69,70,47,18,58,6,21,0.44,0.66,0.24,0.54,balanced_user
62,24,1,13,81,11,44,0.86,0.19,0.15,0.88,healthy_trend
28,43,33,67,46,1,1,0.46,0.31,0.15,0.47,balanced_user
46,68,64,63,37,3,2,0.18,0.79,0.11,0.84,processed_food_heavy
54,65,70,42,44,2,8,0.27,0.75,0.07,0.78,toxin_risk
40,100,62,16,40,8,31,0.43,1.0,0.0,0.57,toxin_risk
24,79,100,42,25,3,7,0.22,0.81,0.07,0.78,processed_food_heavy
59,13,45,34,66,18,68,0.74,0.16,0.06,0.65,healthy_trend
78,31,16,7,81,18,70,0.65,0.23,0.12,0.8,healthy_trend
59,100,53,9,49,5,20,0.21,1.0,0.11430247675027627,0.72,toxin_risk
75,30,48,36,65,1,1,0.47,0.33,0.31,0.0,balanced_user
93,58,10,8,79,12,45,0.73,0.52,0.32,0.71,healthy_trend
62,39,49,84,47,9,36,0.15,0.39,0.7,0.5,hormonal_risk
85,0,29,0,89,9,33,0.82,0.0,0.13,0.61,healthy_trend
51,67,41,24,54,10,39,0.37,0.63,0.35,0.5,toxin_risk
50,64,24,84,44,1,3,0.3,0.64,0.91,0.23,hormonal_risk
74,45,26,39,66,5,29,0.63,0.46,0.12,0.67,balanced_user
40,57,72,77,33,3,6,0.41,0.51,0.33,0.57,hormonal_risk
55,65,60,19,52,9,26,0.39,0.61,0.1,0.65,balanced_user
61,79,43,100,34,4,16,0.18,0.95,0.82,0.55,hormonal_risk
62,36,44,28,63,10,43,0.65,0.31,0.33,0.4,balanced_user
56,42,43,37,58,8,30,0.75,0.58,0.31,0.82,balanced_user
100,33,19,19,82,5,22,0.43,0.14,0.34,0.68,balanced_user
59,68,48,59,46,7,23,0.29,0.57,0.0,0.26,hormonal_risk
90,50,41,11,72,7,28,0.92,0.66,0.23,0.89,healthy_trend
35,67,50,42,44,4,11,0.31,0.6,0.17,0.6,processed_food_heavy
51,100,72,47,33,4,22,0.05,0.95,0.11,0.64,processed_food_heavy
99,25,3,35,84,14,49,0.75,0.11,0.0,0.0,healthy_trend
54,65,57,46,46,1,1,0.28,0.72,0.07,0.67,processed_food_heavy
50,90,39,30,47,2,10,0.57,0.9,0.33,0.55,toxin_risk
75,42,33,0,75,6,20,0.66,0.39,0.37,0.57,healthy_trend
43,43,51,32,54,7,31,0.58,0.17,0.36,0.87,healthy_trend
34,78,41,29,46,2,3,0.17,0.9,0.21,0.68,toxin_risk
58,74,74,41,42,1,4,0.3,0.68,0.0,0.85,processed_food_heavy
36,66,68,42,40,7,39,0.04,0.31,0.06931489163026053,0.83,processed_food_heavy
72,30,40,21,70,8,32,0.8,0.39,0.29,0.72,healthy_trend
81,25,54,9,73,9,33,0.61,0.15,0.21,0.66,healthy_trend
89,28,37,21,75,9,36,0.72,0.27,0.16710097330292098,0.83,healthy_trend
72,88,43,85,39,3,9,0.34,0.95,0.72,0.37,hormonal_risk
51,57,41,17,59,11,45,0.42,0.25,0.16,0.83,balanced_user
43,51,39,50,50,9,27,0.48,0.41,0.17605198068961847,0.78,balanced_user
66,24,0,28,78,13,48,0.59,0.29,0.16,0.0,healthy_trend
64,46,5,24,72,6,24,0.79,0.45,0.13,0.73,healthy_trend
47,40,57,100,37,6,21,0.35,0.38,0.67,0.36,hormonal_risk
80,58,42,26,63,12,42,0.7,0.53,0.1,0.66,healthy_trend
37,34,39,68,49,3,16,0.37,0.37,0.93,0.54,hormonal_risk
17,68,55,51,35,3,12,0.04,0.64,0.0,0.96,processed_food_heavy
50,66,50,15,54,3,4,0.55,0.75,0.18922231758878497,0.77,toxin_risk
65,42,46,34,60,13,51,0.43,0.29,0.14,0.74,balanced_user
84,38,39,61,61,11,34,0.17,0.45,0.94,0.36,hormonal_risk
74,28,57,73,54,3,11,0.41,0.19,0.4246317147309869,0.68,hormonal_risk
69,87,34,53,48,3,4,0.2,1.0,0.38,0.7,hormonal_risk
43,56,27,28,58,3,11,0.58,0.78,0.26,0.55,toxin_risk
62,65,31,67,49,4,15,0.22,0.65,0.43,0.22,hormonal_risk
68,54,26,87,50,8,32,0.25,0.45,0.68,0.72,hormonal_risk
24,44,44,20,54,10,39,0.59,0.44,0.17,0.72,balanced_user
58,57,49,85,41,12,47,0.3,0.45,0.79,0.5,hormonal_risk
74,63,61,57,48,7,30,0.48,0.5,0.62,0.6,hormonal_risk
38,62,100,57,29,1,8,0.34,0.47,0.13,0.89,processed_food_heavy
63,35,60,0,67,11,54,0.86,0.49,0.23,0.67,healthy_trend
